,cnt,doc,word
1664,3,22,43
1665,2,22,10
1666,4,22,82
1667,3,22,5
1668,3,22,51
1669,1,22,16
1670,2,22,110
1671,1,22,31
1672,2,22,98
1673,2,22,136
1674,2,22,130
1675,5,22,70
1676,2,22,115
1677,2,22,91
1678,1,22,2
1679,3,22,81
1680,2,22,99
1681,1,22,56
1682,2,22,138
1683,10,22,19
1684,3,22,28
1685,1,22,26
1686,2,22,25
1687,1,22,132
1688,2,22,112
1689,1,22,24
1690,9,22,108
1691,1,22,106
1692,3,22,74
1693,4,22,45
1694,2,22,42
1695,3,22,102
1696,2,22,30
1697,3,22,11
1698,3,22,111
1699,1,22,85
1700,3,22,55
1701,2,22,35
1702,1,22,92
1703,2,22,41
1704,1,22,38
1705,1,22,47
1706,1,22,140
1707,1,22,61
1708,1,22,34
1709,1,22,79
1710,1,22,1
1711,3,22,134
1712,3,22,95
1713,1,22,66
1714,1,22,121
1715,1,22,142
1716,3,22,101
1717,1,22,86
1718,1,22,7
1719,1,22,120
1720,1,22,27
1721,1,22,57
1722,1,22,65
1723,1,22,77
1724,1,22,104
1725,1,22,15
1726,1,22,20
1727,1,22,37
1728,1,22,103
1729,6,23,74
1730,4,23,137
1731,2,23,9
1732,2,23,22
1733,6,23,108
1734,1,23,63
1735,4,23,141
1736,3,23,102
1737,5,23,76
1738,3,23,90
1739,1,23,83
1740,1,23,4
1741,3,23,77
1742,5,23,91
1743,3,23,107
1744,1,23,31
1745,2,23,103
1746,3,23,45
1747,1,23,48
1748,2,23,67
1749,7,23,11
1750,1,23,51
1751,1,23,6
1752,1,23,112
1753,5,23,73
1754,1,23,15
1755,3,23,98
1756,1,23,123
1757,4,23,70
1758,1,23,19
1759,2,23,5
1760,2,23,28
1761,1,23,120
1762,2,23,41
1763,1,23,26
1764,3,23,111
1765,3,23,114
1766,7,23,115
1767,2,23,13
1768,1,23,95
1769,1,23,100
1770,3,23,78
1771,1,23,30
1772,1,23,135
1773,3,23,94
1774,2,23,61
1775,1,23,24
1776,1,23,142
1777,2,23,122
1778,3,23,37
1779,1,23,117
1780,1,23,7
1781,1,23,46
1782,1,23,113
1783,1,23,62
1784,2,23,34
1785,1,23,121
1786,3,23,105
1787,1,23,132
1788,1,23,136
1789,1,23,25
1790,1,23,39
1791,2,23,134
1792,1,23,35
1793,1,23,65
1794,3,23,127
1795,2,23,89
1796,1,23,93
1797,1,23,82
1798,1,23,29
1799,1,23,116
1800,1,23,59
1801,1,23,99
1802,1,23,81
1803,1,23,104
1804,1,23,50
1805,1,23,56
1806,1,23,131
1807,3,24,138
1808,5,24,121
1809,4,24,74
1810,2,24,15
1811,8,24,5
1812,8,24,79
1813,1,24,30
1814,1,24,86
1815,2,24,37
1816,3,24,114
1817,2,24,42
1818,5,24,136
1819,4,24,70
1820,4,24,141
1821,7,24,144
1822,4,24,94
1823,12,24,102
1824,4,24,91
1825,2,24,107
1826,2,24,95
1827,5,24,127
1828,1,24,50
1829,3,24,89
1830,1,24,122
1831,6,24,47
1832,3,24,80
1833,2,24,117
1834,2,24,113
1835,8,24,137
1836,3,24,66
1837,3,24,55
1838,4,24,31
1839,10,24,90
1840,2,24,21
1841,2,24,100
1842,4,24,69
1843,3,24,111
1844,4,24,128
1845,2,24,18
1846,3,24,83
1847,1,24,143
1848,3,24,132
1849,2,24,112
1850,1,24,103
1851,3,24,85
1852,3,24,19
1853,2,24,116
1854,1,24,68
1855,3,24,44
1856,4,24,3
1857,1,24,14
1858,3,24,129
1859,3,24,41
1860,2,24,9
1861,2,24,29
1862,3,24,57
1863,1,24,40
1864,3,24,62
1865,1,24,27
1866,1,24,64
1867,7,24,45
1868,4,24,108
1869,1,24,73
1870,2,24,36
1871,3,24,77
1872,4,24,142
1873,1,24,59
1874,4,24,32
1875,2,24,110
1876,1,24,99
1877,1,24,134
1878,3,24,28
1879,3,24,67
1880,2,24,34
1881,1,24,33
1882,1,24,60
1883,1,24,53
1884,1,24,140
1885,1,24,96
1886,2,24,98
1887,1,24,11
1888,1,24,105
1889,2,24,118
1890,1,24,52
1891,3,24,17
1892,4,24,139
1893,1,24,109
1894,1,24,61
1895,1,24,123
1896,1,24,78
1897,1,24,124
1898,1,24,76
1899,2,24,1
1900,1,24,7
1901,1,24,23
1902,1,24,125
1903,6,25,45
1904,1,25,123
1905,5,25,115
1906,3,25,132
1907,1,25,51
1908,2,25,137
1909,2,25,119
1910,1,25,6
1911,3,25,31
1912,1,25,57
1913,1,25,128
1914,2,25,75
1915,2,25,90
1916,3,25,47
1917,2,25,73
1918,1,25,65
1919,1,25,103
1920,1,25,117
1921,1,25,28
1922,2,25,76
1923,5,25,98
1924,2,25,107
1925,2,25,44
1926,1,25,15
1927,1,25,136
1928,1,25,101
1929,1,25,41
1930,1,25,85
1931,1,25,49
1932,1,25,32
1933,1,25,16
1934,1,25,79
1935,1,25,83
1936,1,25,77
1937,1,25,104
1938,1,25,26
1939,5,25,74
1940,2,25,144
1941,1,25,143
1942,1,25,97
1943,1,25,69
1944,1,25,93
1945,1,25,94
1946,3,25,70
1947,1,25,113
1948,1,25,95
1949,1,25,127
1950,1,25,100
1951,1,25,131
1952,1,25,141
1953,1,25,108
1954,1,25,7
1955,1,25,10
1956,1,25,17
1957,2,25,3
1958,1,25,135
1959,1,25,102
1960,1,25,140
1961,1,25,40
1962,1,25,37
1963,1,25,87
1964,6,26,102
1965,2,26,128
1966,6,26,38
1967,7,26,91
1968,6,26,45
1969,2,26,119
1970,5,26,81
1971,5,26,31
1972,3,26,109
1973,1,26,40
1974,1,26,67
1975,1,26,112
1976,1,26,1
1977,3,26,11
1978,3,26,80
1979,4,26,140
1980,5,26,76
1981,2,26,90
1982,1,26,35
1983,5,26,95
1984,2,26,16
1985,1,26,118
1986,4,26,37
1987,2,26,62
1988,1,26,70
1989,2,26,69
1990,3,26,5
1991,2,26,84
1992,3,26,138
1993,3,26,19
1994,1,26,124
1995,5,26,107
1996,2,26,14
1997,1,26,65
1998,2,26,117
1999,2,26,10
2000,1,26,3
2001,5,26,134
2002,4,26,75
2003,2,26,129
2004,1,26,142
2005,3,26,61
2006,4,26,32
2007,1,26,51
2008,3,26,94
2009,1,26,104
2010,2,26,92
2011,2,26,8
2012,3,26,113
2013,4,26,41
2014,1,26,114
2015,3,26,99
2016,1,26,87
2017,1,26,47
2018,1,26,21
2019,1,26,57
2020,1,26,116
2021,2,26,130
2022,1,26,141
2023,2,26,9
2024,2,26,59
2025,1,26,60
2026,2,26,29
2027,3,26,83
2028,3,26,25
2029,1,26,22
2030,1,26,36
2031,1,26,103
2032,1,26,122
2033,2,26,55
2034,1,26,96
2035,1,26,18
2036,1,26,74
2037,2,26,132
2038,1,26,144
2039,1,26,115
2040,3,26,136
2041,2,26,79
2042,1,26,73
2043,1,26,108
2044,1,26,139
2045,1,26,123
2046,1,26,110
2047,1,27,122
2048,4,27,142
2049,6,27,98
2050,5,27,31
2051,2,27,91
2052,3,27,134
2053,4,27,117
2054,4,27,76
2055,3,27,41
2056,5,27,109
2057,6,27,108
2058,1,27,136
2059,4,27,26
2060,3,27,19
2061,3,27,99
2062,2,27,137
2063,4,27,42
2064,3,27,128
2065,2,27,73
2066,2,27,20
2067,2,27,130
2068,2,27,60
2069,4,27,74
2070,6,27,107
2071,2,27,89
2072,2,27,11
2073,1,27,139
2074,1,27,54
2075,5,27,113
2076,4,27,57
2077,3,27,144
2078,3,27,84
2079,1,27,86
2080,9,27,101
2081,6,27,70
2082,4,27,90
2083,1,27,5
2084,1,27,6
2085,1,27,114
2086,3,27,121
2087,1,27,104
2088,3,27,66
2089,1,27,123
2090,6,27,140
2091,3,27,59
2092,2,27,102
2093,2,27,9
2094,1,27,43
2095,2,27,14
2096,3,27,100
2097,3,27,17
2098,2,27,94
2099,1,27,132
2100,1,27,25
2101,2,27,16
2102,1,27,88
2103,3,27,32
2104,1,27,111
2105,2,27,45
2106,2,27,64
2107,1,27,141
2108,1,27,35
2109,2,27,40
2110,1,27,1
2111,1,27,23
2112,2,27,3
2113,2,27,96
2114,1,27,53
2115,2,27,27
2116,2,27,46
2117,1,27,83
2118,1,27,62
2119,1,27,127
2120,1,27,95
2121,1,27,15
2122,2,27,105
2123,1,27,38
2124,1,27,81
2125,1,27,7
2126,2,27,36
2127,2,27,80
2128,1,27,47
2129,2,27,69
2130,1,27,79
2131,1,27,55
2132,1,27,22
2133,2,27,52
2134,1,27,30
2135,1,27,61
2136,1,27,75
2137,1,27,110
2138,2,27,67
2139,4,28,140
2140,4,28,47
2141,1,28,10
2142,5,28,121
2143,3,28,99
2144,1,28,119
2145,3,28,57
2146,3,28,128
2147,2,28,16
2148,2,28,60
2149,6,28,84
2150,1,28,58
2151,2,28,108
2152,2,28,125
2153,1,28,126
2154,3,28,66
2155,1,28,113
2156,1,28,25
2157,5,28,134
2158,2,28,9
2159,4,28,5
2160,2,28,24
2161,3,28,95
2162,6,28,32
2163,3,28,62
2164,1,28,136
2165,3,28,28
2166,2,28,135
2167,2,28,19
2168,2,28,90
2169,1,28,4
2170,1,28,117
2171,1,28,114
2172,1,28,143
2173,1,28,64
2174,2,28,69
2175,2,28,68
2176,1,28,27
2177,1,28,138
2178,3,28,70
2179,1,28,129
2180,1,28,46
2181,1,28,3
2182,3,28,132
2183,1,28,73
2184,2,28,37
2185,2,28,42
2186,2,28,103
2187,1,28,111
2188,1,28,22
2189,2,28,80
2190,2,28,110
2191,2,28,91
2192,1,28,59
2193,2,28,105
2194,4,28,109
2195,2,28,81
2196,8,28,41
2197,3,28,39
2198,1,28,11
2199,2,28,65
2200,1,28,15
2201,2,28,17
2202,4,28,76
2203,2,28,79
2204,1,28,94
2205,1,28,1
2206,1,28,101
2207,2,28,141
2208,1,28,12
2209,3,28,45
2210,1,28,85
2211,1,28,67
2212,1,28,34
2213,1,28,139
2214,1,28,100
2215,1,28,53
2216,1,28,107
2217,1,28,106
2218,1,28,130
2219,1,28,23
2220,1,28,63
2221,1,28,142
2222,1,28,21
2223,2,28,102
2224,1,28,92
2225,2,29,14
2226,2,29,142
2227,6,29,107
2228,2,29,47
2229,3,29,140
2230,2,29,46
2231,3,29,83
2232,3,29,96
2233,1,29,103
2234,1,29,108
2235,4,29,127
2236,2,29,112
2237,3,29,53
2238,1,29,88
2239,6,29,119
2240,4,29,70
2241,5,29,144
2242,2,29,131
2243,1,29,78
2244,1,29,11
2245,3,29,84
2246,1,29,114
2247,3,29,95
2248,2,29,75
2249,2,29,94
2250,2,29,91
2251,1,29,36
2252,1,29,32
2253,1,29,68
2254,1,29,87
2255,1,29,136
2256,3,29,115
2257,1,29,121
2258,5,29,81
2259,2,29,99
2260,3,29,25
2261,4,29,98
2262,3,29,9
2263,3,29,45
2264,3,29,105
2265,3,29,6
2266,1,29,111
2267,2,29,76
2268,2,29,109
2269,2,29,27
2270,1,29,90
2271,3,29,102
2272,1,29,106
2273,2,29,59
2274,1,29,138
2275,1,29,130
2276,2,29,101
2277,2,29,79
2278,3,29,41
2279,1,29,110
2280,1,29,22
2281,2,29,80
2282,1,29,5
2283,1,29,37
2284,1,29,143
2285,1,29,26
2286,1,29,19
2287,1,29,15
2288,1,29,134
2289,1,29,141
2290,1,29,16
2291,1,29,33
2292,1,29,66
2293,1,29,28
2294,1,29,104
2295,1,30,21
2296,1,30,104
2297,2,30,98
2298,1,30,1
2299,2,30,6
2300,2,30,42
2301,3,30,132
2302,4,30,109
2303,1,30,139
2304,1,30,41
2305,3,30,99
2306,1,30,82
2307,3,30,134
2308,1,30,57
2309,1,30,26
2310,2,30,11
2311,2,30,66
2312,2,30,39
2313,2,30,101
2314,2,30,27
2315,1,30,130
2316,1,30,28
2317,1,30,127
2318,1,30,144
2319,2,30,91
2320,5,30,70
2321,1,30,52
2322,2,30,46
2323,2,30,16
2324,1,30,135
2325,1,30,126
2326,1,30,121
2327,1,30,94
2328,1,30,74
2329,1,30,114
2330,2,30,45
2331,1,30,95
2332,1,30,83
2333,1,30,54
2334,1,30,9
2335,1,30,79
2336,1,30,68
2337,1,30,78
2338,1,30,131
2339,1,30,47
2340,1,30,89
2341,1,30,13
2342,1,30,129
2343,1,30,14
2344,1,30,19
2345,1,30,80
2346,2,30,141
2347,1,30,29
2348,1,30,62
2349,2,31,66
2350,6,31,102
2351,8,31,11
2352,11,31,19
2353,9,31,137
2354,2,31,126
2355,1,31,101
2356,4,31,103
2357,1,31,42
2358,3,31,41
2359,1,31,18
2360,5,31,67
2361,1,31,1
2362,3,31,74
2363,2,31,115
2364,3,31,89
2365,4,31,114
2366,1,31,24
2367,2,31,37
2368,2,31,57
2369,2,31,104
2370,1,31,119
2371,3,31,28
2372,2,31,120
2373,3,31,144
2374,5,31,13
2375,3,31,61
2376,1,31,80
2377,5,31,98
2378,7,31,45
2379,3,31,23
2380,1,31,79
2381,2,31,100
2382,6,31,108
2383,1,31,87
2384,4,31,70
2385,1,31,47
2386,1,31,7
2387,2,31,3
2388,1,31,130
2389,3,31,97
2390,3,31,77
2391,2,31,78
2392,2,31,107
2393,3,31,116
2394,2,31,76
2395,2,31,69
2396,1,31,56
2397,2,31,86
2398,2,31,51
2399,5,31,90
2400,1,31,49
2401,1,31,139
2402,1,31,14
2403,1,31,91
2404,1,31,71
2405,3,31,83
2406,2,31,128
2407,2,31,94
2408,2,31,113
2409,3,31,121
2410,1,31,93
2411,1,31,53
2412,1,31,118
2413,2,31,127
2414,1,31,36
2415,2,31,132
2416,1,31,17
2417,2,31,26
2418,2,31,72
2419,1,31,52
2420,4,31,9
2421,1,31,25
2422,2,31,33
2423,1,31,15
2424,1,31,22
2425,2,31,82
2426,3,31,117
2427,1,31,6
2428,1,31,111
2429,2,31,10
2430,1,31,124
2431,2,31,31
2432,1,31,112
2433,1,31,143
2434,3,32,132
2435,2,32,31
2436,1,32,101
2437,2,32,90
2438,5,32,70
2439,3,32,76
2440,2,32,102
2441,2,32,26
2442,1,32,137
2443,3,32,79
2444,2,32,84
2445,3,32,107
2446,1,32,15
2447,2,32,98
2448,3,32,9
2449,3,32,121
2450,6,32,73
2451,2,32,128
2452,6,32,91
2453,3,32,28
2454,2,32,25
2455,3,32,89
2456,4,32,45
2457,2,32,142
2458,4,32,114
2459,2,32,23
2460,2,32,99
2461,1,32,130
2462,3,32,66
2463,2,32,135
2464,2,32,42
2465,3,32,46
2466,2,32,83
2467,3,32,77
2468,1,32,127
2469,1,32,118
2470,1,32,116
2471,1,32,100
2472,2,32,112
2473,2,32,110
2474,1,32,117
2475,1,32,41
2476,1,32,52
2477,1,32,104
2478,2,32,19
2479,1,32,87
2480,1,32,122
2481,1,32,59
2482,1,32,111
2483,3,32,94
2484,1,32,108
2485,1,32,57
2486,3,32,6
2487,2,32,69
2488,1,32,61
2489,1,32,97
2490,1,32,47
2491,1,32,75
2492,1,32,119
2493,2,32,134
2494,1,32,80
2495,1,32,124
2496,1,32,36
2497,1,32,34
2498,1,32,62
2499,1,32,115
2500,1,33,91
2501,4,33,89
2502,2,33,117
2503,1,33,69
2504,2,33,14
2505,3,33,22
2506,3,33,11
2507,1,33,101
2508,3,33,90
2509,2,33,92
2510,1,33,88
2511,3,33,32
2512,3,33,139
2513,3,33,23
2514,2,33,113
2515,6,33,136
2516,4,33,31
2517,2,33,16
2518,3,33,108
2519,2,33,141
2520,1,33,140
2521,2,33,9
2522,1,33,138
2523,2,33,17
2524,4,33,73
2525,4,33,134
2526,1,33,41
2527,2,33,115
2528,4,33,36
2529,2,33,26
2530,1,33,82
2531,5,33,114
2532,3,33,10
2533,2,33,100
2534,1,33,55
2535,2,33,5
2536,3,33,67
2537,3,33,94
2538,3,33,66
2539,4,33,102
2540,3,33,130
2541,1,33,80
2542,1,33,78
2543,2,33,87
2544,1,33,103
2545,1,33,122
2546,2,33,142
2547,1,33,105
2548,2,33,45
2549,1,33,144
2550,2,33,137
2551,2,33,79
2552,2,33,40
2553,1,33,98
2554,1,33,132
2555,1,33,28
2556,1,33,3
2557,1,33,19
2558,1,33,127
2559,1,33,25
2560,1,33,74
2561,2,33,42
2562,1,33,64
2563,1,33,15
2564,1,33,52
2565,1,33,37
2566,1,33,70
2567,1,33,121
2568,1,33,47
2569,1,33,75
2570,1,33,59
2571,2,33,68
2572,1,33,72
2573,1,33,29
2574,2,34,47
2575,3,34,137
2576,3,34,95
2577,1,34,60
2578,2,34,76
2579,6,34,67
2580,1,34,111
2581,4,34,79
2582,2,34,34
2583,2,34,144
2584,5,34,91
2585,1,34,87
2586,6,34,77
2587,1,34,68
2588,3,34,86
2589,4,34,140
2590,2,34,114
2591,6,34,107
2592,4,34,42
2593,2,34,118
2594,1,34,112
2595,4,34,19
2596,2,34,127
2597,3,34,59
2598,1,34,134
2599,2,34,31
2600,3,34,121
2601,2,34,100
2602,2,34,58
2603,1,34,18
2604,1,34,44
2605,4,34,108
2606,3,34,28
2607,4,34,98
2608,2,34,62
2609,3,34,37
2610,3,34,11
2611,3,34,70
2612,1,34,120
2613,3,34,45
2614,1,34,138
2615,1,34,133
2616,2,34,66
2617,1,34,125
2618,2,34,51
2619,1,34,10
2620,1,34,93
2621,2,34,103
2622,2,34,141
2623,1,34,126
2624,3,34,55
2625,3,34,57
2626,1,34,75
2627,2,34,82
2628,3,34,90
2629,2,34,124
2630,4,34,53
2631,1,34,129
2632,1,34,130
2633,4,34,5
2634,1,34,41
2635,3,34,139
2636,1,34,23
2637,1,34,32
2638,3,34,83
2639,1,34,78
2640,2,34,119
2641,2,34,131
2642,3,34,9
2643,1,34,132
2644,1,34,61
2645,1,34,36
2646,2,34,113
2647,1,34,123
2648,3,34,102
2649,1,34,99
2650,2,34,116
2651,1,34,72
2652,1,34,135
2653,3,34,73
2654,1,34,14
2655,1,34,74
2656,3,34,52
2657,1,34,143
2658,3,34,136
2659,1,34,6
2660,1,34,128
2661,3,34,24
2662,1,34,63
2663,1,34,54
2664,1,34,35
2665,1,34,105
2666,1,34,84
2667,1,34,50
2668,5,35,111
2669,3,35,17
2670,2,35,14
2671,1,35,89
2672,2,35,9
2673,1,35,6
2674,6,35,42
2675,2,35,140
2676,1,35,122
2677,3,35,16
2678,4,35,90
2679,2,35,138
2680,4,35,66
2681,5,35,101
2682,2,35,84
2683,2,35,127
2684,2,35,82
2685,1,35,24
2686,3,35,32
2687,3,35,108
2688,1,35,47
2689,5,35,132
2690,2,35,93
2691,4,35,117
2692,1,35,128
2693,2,35,54
2694,3,35,102
2695,2,35,59
2696,1,35,131
2697,2,35,94
2698,1,35,13
2699,1,35,18
2700,7,35,98
2701,2,35,113
2702,7,35,100
2703,1,35,96
2704,2,35,74
2705,3,35,134
2706,4,35,77
2707,7,35,70
2708,8,35,45
2709,4,35,26
2710,3,35,67
2711,1,35,80
2712,3,35,29
2713,1,35,115
2714,1,35,55
2715,2,35,79
2716,1,35,5
2717,1,35,34
2718,1,35,63
2719,1,35,99
2720,2,35,38
2721,2,35,33
2722,2,35,41
2723,2,35,107
2724,1,35,129
2725,2,35,130
2726,1,35,97
2727,2,35,22
2728,1,35,11
2729,3,35,19
2730,1,35,23
2731,2,35,52
2732,1,35,121
2733,1,35,21
2734,1,35,143
2735,2,35,31
2736,1,35,83
2737,1,35,116
2738,2,35,114
2739,1,35,69
2740,1,35,103
2741,5,35,124
2742,3,35,57
2743,1,35,135
2744,1,35,30
2745,1,35,76
2746,2,35,91
2747,1,35,142
2748,1,35,28
2749,1,35,73
2750,1,35,141
2751,1,35,56
2752,1,35,87
2753,1,35,53
2754,1,35,110
2755,1,35,139
2756,1,35,126
2757,2,35,75
2758,1,35,4
2759,1,35,144
2760,1,35,10
2761,1,35,40
2762,4,36,144
2763,1,36,69
2764,1,36,100
2765,3,36,108
2766,2,36,5
2767,6,36,80
2768,2,36,79
2769,2,36,94
2770,2,36,36
2771,5,36,31
2772,5,36,113
2773,1,36,35
2774,1,36,90
2775,1,36,11
2776,4,36,99
2777,6,36,45
2778,1,36,57
2779,2,36,21
2780,2,36,130
2781,2,36,105
2782,2,36,84
2783,2,36,140
2784,2,36,17
2785,1,36,103
2786,1,36,81
2787,1,36,119
2788,2,36,91
2789,5,36,107
2790,1,36,28
2791,1,36,142
2792,1,36,8
2793,1,36,46
2794,1,36,124
2795,1,36,55
2796,1,36,77
2797,2,36,76
2798,1,36,33
2799,1,36,109
2800,1,36,9
2801,1,36,61
2802,1,36,98
2803,1,36,93
2804,1,36,112
2805,1,36,56
2806,1,36,37
2807,3,36,95
2808,3,36,136
2809,1,36,14
2810,1,36,19
2811,1,36,67
2812,2,36,15
2813,1,36,127
2814,1,36,20
2815,1,36,58
2816,1,36,63
2817,1,36,134
2818,1,36,27
2819,1,36,13
2820,1,37,100
2821,1,37,117
2822,1,37,110
2823,1,37,53
2824,3,37,74
2825,4,37,134
2826,1,37,37
2827,1,37,76
2828,1,37,130
2829,6,37,67
2830,2,37,25
2831,1,37,71
2832,1,37,114
2833,4,37,77
2834,2,37,107
2835,3,37,90
2836,1,37,13
2837,1,37,102
2838,3,37,47
2839,3,37,89
2840,1,37,116
2841,1,37,26
2842,2,37,98
2843,1,37,112
2844,2,37,33
2845,2,37,24
2846,1,37,121
2847,1,37,61
2848,1,37,109
2849,1,37,131
2850,2,37,136
2851,2,37,108
2852,2,37,16
2853,1,37,7
2854,3,37,41
2855,1,37,45
2856,1,37,126
2857,3,37,127
2858,2,37,17
2859,1,37,5
2860,3,37,144
2861,2,37,132
2862,1,37,34
2863,1,37,70
2864,1,37,49
2865,1,37,84
2866,3,37,91
2867,1,37,73
2868,1,37,140
2869,1,37,65
2870,4,37,137
2871,1,37,119
2872,1,37,59
2873,1,37,27
2874,1,37,135
2875,1,37,14
2876,1,37,95
2877,1,37,88
2878,1,37,128
2879,1,37,66
2880,1,37,15
2881,1,37,143
2882,1,37,20
2883,1,37,78
2884,1,37,138
2885,1,37,99
2886,1,37,125
2887,1,37,31
2888,1,37,3
2889,1,37,56
2890,2,38,127
2891,1,38,139
2892,6,38,79
2893,2,38,52
2894,4,38,37
2895,1,38,3
2896,1,38,83
2897,1,38,121
2898,2,38,134
2899,1,38,86
2900,2,38,132
2901,6,38,9
2902,4,38,129
2903,1,38,19
2904,1,38,101
2905,3,38,98
2906,3,38,137
2907,1,38,69
2908,2,38,77
2909,5,38,102
2910,1,38,59
2911,4,38,108
2912,2,38,26
2913,1,38,18
2914,3,38,45
2915,1,38,34
2916,3,38,55
2917,4,38,11
2918,4,38,29
2919,3,38,47
2920,2,38,36
2921,1,38,76
2922,1,38,133
2923,1,38,85
2924,3,38,128
2925,1,38,141
2926,2,38,2
2927,1,38,111
2928,1,38,92
2929,1,38,97
2930,1,38,31
2931,1,38,72
2932,1,38,51
2933,2,38,10
2934,4,38,115
2935,1,38,130
2936,1,38,91
2937,1,38,87
2938,1,38,64
2939,2,38,73
2940,1,38,13
2941,1,38,53
2942,2,38,28
2943,1,38,122
2944,1,38,68
2945,2,38,40
2946,1,38,23
2947,1,38,116
2948,1,38,1
2949,1,38,66
2950,2,38,16
2951,1,38,33
2952,1,38,70
2953,14,39,11
2954,1,39,51
2955,3,39,68
2956,4,39,16
2957,2,39,80
2958,1,39,127
2959,2,39,135
2960,2,39,71
2961,4,39,69
2962,4,39,136
2963,3,39,128
2964,6,39,107
2965,2,39,114
2966,2,39,102
2967,2,39,138
2968,2,39,133
2969,1,39,29
2970,1,39,95
2971,5,39,98
2972,7,39,115
2973,2,39,10
2974,1,39,55
2975,2,39,70
2976,4,39,45
2977,2,39,130
2978,2,39,3
2979,2,39,60
2980,1,39,62
2981,4,39,5
2982,5,39,116
2983,2,39,100
2984,4,39,41
2985,4,39,108
2986,5,39,141
2987,6,39,78
2988,1,39,121
2989,2,39,86
2990,2,39,124
2991,3,39,140
2992,1,39,134
2993,1,39,42
2994,1,39,14
2995,3,39,99
2996,1,39,26
2997,1,39,27
2998,1,39,54
2999,1,39,59
3000,1,39,118
3001,2,39,131
3002,2,39,93
3003,2,39,39
3004,4,39,40
3005,1,39,92
3006,1,39,32
3007,2,39,91
3008,1,39,113
3009,1,39,35
3010,2,39,28
3011,2,39,53
3012,1,39,9
3013,2,39,36
3014,1,39,76
3015,1,39,89
3016,1,39,75
3017,1,39,67
3018,1,39,96
3019,1,39,125
3020,4,39,73
3021,1,39,47
3022,1,39,132
3023,2,39,142
3024,1,39,94
3025,4,39,109
3026,1,39,111
3027,1,39,123
3028,1,39,101
3029,1,39,82
3030,1,39,97
3031,1,39,81
3032,1,39,13
3033,2,40,141
3034,2,40,115
3035,3,40,101
3036,3,40,128
3037,2,40,112
3038,1,40,78
3039,3,40,19
3040,6,40,45
3041,1,40,8
3042,2,40,134
3043,3,40,1
3044,2,40,77
3045,7,40,129
3046,5,40,136
3047,2,40,132
3048,3,40,64
3049,9,40,107
3050,1,40,110
3051,3,40,84
3052,2,40,76
3053,2,40,63
3054,7,40,127
3055,1,40,67
3056,4,40,69
3057,1,40,51
3058,1,40,66
3059,2,40,74
3060,3,40,47
3061,2,40,80
3062,7,40,79
3063,2,40,31
3064,1,40,34
3065,2,40,105
3066,5,40,138
3067,1,40,38
3068,1,40,144
3069,4,40,85
3070,3,40,9
3071,2,40,116
3072,1,40,30
3073,3,40,99
3074,3,40,94
3075,2,40,90
3076,1,40,98
3077,3,40,59
3078,2,40,17
3079,1,40,87
3080,1,40,6
3081,1,40,57
3082,3,40,70
3083,1,40,13
3084,2,40,28
3085,1,40,35
3086,1,40,125
3087,1,40,124
3088,1,40,117
3089,1,40,86
3090,2,40,22
3091,1,40,108
3092,5,40,102
3093,1,40,100
3094,3,40,37
3095,2,40,18
3096,1,40,25
3097,1,40,119
3098,1,40,11
3099,1,40,142
3100,2,40,40
3101,1,40,56
3102,2,40,91
3103,3,40,126
3104,2,40,55
3105,2,40,16
3106,1,40,33
3107,2,40,15
3108,3,40,81
3109,1,40,68
3110,1,40,140
3111,1,40,72
3112,1,40,39
3113,1,40,62
3114,2,40,95
3115,1,40,5
3116,1,40,42
3117,1,40,14
3118,2,40,10
3119,2,40,104
3120,1,40,111
3121,1,40,46
3122,1,40,133
3123,1,40,73
3124,1,40,109
3125,1,40,130
3126,1,40,20
3127,1,40,103
3128,1,40,26
3129,1,40,54
3130,2,40,32
3131,1,40,52
3132,5,41,67
3133,1,41,65
3134,2,41,2
3135,4,41,18
3136,3,41,46
3137,5,41,102
3138,1,41,59
3139,4,41,9
3140,3,41,83
3141,3,41,13
3142,3,41,57
3143,2,41,41
3144,3,41,134
3145,3,41,16
3146,1,41,108
3147,2,41,80
3148,2,41,138
3149,1,41,75
3150,1,41,97
3151,1,41,3
3152,6,41,137
3153,2,41,24
3154,4,41,45
3155,5,41,53
3156,4,41,79
3157,1,41,20
3158,4,41,11
3159,7,41,98
3160,2,41,133
3161,7,41,121
3162,3,41,78
3163,3,41,144
3164,3,41,132
3165,2,41,99
3166,3,41,77
3167,4,41,66
3168,1,41,140
3169,2,41,37
3170,1,41,117
3171,1,41,94
3172,3,41,116
3173,1,41,124
3174,4,41,70
3175,1,41,56
3176,1,41,5
3177,1,41,35
3178,1,41,54
3179,2,41,74
3180,2,41,85
3181,3,41,115
3182,1,41,119
3183,1,41,40
3184,1,41,73
3185,3,41,127
3186,1,41,105
3187,2,41,128
3188,1,41,10
3189,3,41,131
3190,1,41,136
3191,2,41,68
3192,2,41,7
3193,1,41,142
3194,2,41,19
3195,1,41,52
3196,1,41,42
3197,1,41,60
3198,1,41,89
3199,1,41,143
3200,3,41,47
3201,1,41,62
3202,1,41,109
3203,1,41,103
3204,1,41,113
3205,1,41,111
3206,1,41,28
3207,1,41,135
3208,1,41,129
3209,1,41,92
3210,1,41,110
3211,6,42,45
3212,3,42,47
3213,2,42,52
3214,5,42,79
3215,1,42,116
3216,1,42,18
3217,3,42,17
